timestamp,lmp_usd_per_mwh,emissions_tco2_per_mwh,stress_indicator,option,availability_alpha,facility_electricity_mwh,potential_compute,delivered_compute,electricity_component_usd,carbon_component_usd,reliability_component_usd
2025-07-07 15:00:00,64.04,0.241,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7684.800000000001,2313.6000000000004,0.0
2025-07-07 16:00:00,57.47,0.2358,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6896.4,2263.6800000000003,0.0
2025-07-07 17:00:00,73.35,0.2411,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8802.0,2314.56,0.0
2025-07-07 18:00:00,69.83,0.2401,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8379.6,2304.96,0.0
2025-07-07 19:00:00,60.28,0.2567,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7233.6,2464.3199999999997,0.0
2025-07-07 20:00:00,61.17,0.2583,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7340.400000000001,2479.68,0.0
2025-07-07 21:00:00,69.97,0.2658,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8396.4,2551.68,0.0
2025-07-07 22:00:00,63.76,0.2655,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7651.2,2548.8,0.0
2025-07-07 23:00:00,62.73,0.2573,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7527.599999999999,2470.0799999999995,0.0
2025-07-08 00:00:00,69.29,0.2704,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8314.800000000001,2595.8399999999997,0.0
2025-07-08 01:00:00,54.75,0.2833,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6570.0,2719.6800000000003,0.0
2025-07-08 02:00:00,57.21,0.2698,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6865.2,2590.08,0.0
2025-07-08 03:00:00,59.8,0.2546,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7176.0,2444.16,0.0
2025-07-08 04:00:00,56.51,0.2469,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6781.2,2370.2400000000002,0.0
2025-07-08 05:00:00,48.63,0.2144,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5835.6,2058.2400000000002,0.0
2025-07-08 06:00:00,46.26,0.2481,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5551.2,2381.7599999999998,0.0
2025-07-08 07:00:00,36.57,0.2346,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4388.4,2252.16,0.0
2025-07-08 08:00:00,40.32,0.2203,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4838.4,2114.8799999999997,0.0
2025-07-08 09:00:00,48.91,0.2144,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5869.2,2058.2400000000002,0.0
2025-07-08 10:00:00,47.17,0.2135,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5660.400000000001,2049.6,0.0
2025-07-08 11:00:00,50.04,0.23,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6004.8,2208.0000000000005,0.0
2025-07-08 12:00:00,57.89,0.2297,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6946.8,2205.12,0.0
2025-07-08 13:00:00,46.95,0.2303,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5634.0,2210.88,0.0
2025-07-08 14:00:00,55.24,0.2316,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6628.8,2223.3599999999997,0.0
2025-07-08 15:00:00,60.38,0.2464,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7245.6,2365.44,0.0
2025-07-08 16:00:00,57.43,0.2414,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6891.6,2317.44,0.0
2025-07-08 17:00:00,72.32,0.2601,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8678.4,2496.96,0.0
2025-07-08 18:00:00,70.77,0.2337,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8492.4,2243.5199999999995,0.0
2025-07-08 19:00:00,68.06,0.2442,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8167.200000000001,2344.32,0.0
2025-07-08 20:00:00,77.42,0.2631,0,Connect-and-Manage,1.0,120.0,100.0,100.0,9290.4,2525.76,0.0
2025-07-08 21:00:00,57.32,0.2666,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6878.4,2559.36,0.0
2025-07-08 22:00:00,65.27,0.2825,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7832.4,2711.9999999999995,0.0
2025-07-08 23:00:00,65.93,0.2641,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7911.6,2535.36,0.0
2025-07-09 00:00:00,56.15,0.2532,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6738.0,2430.7200000000003,0.0
2025-07-09 01:00:00,61.03,0.2426,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7323.6,2328.96,0.0
2025-07-09 02:00:00,50.0,0.2616,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6000.0,2511.36,0.0
2025-07-09 03:00:00,58.2,0.2508,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6984.0,2407.68,0.0
2025-07-09 04:00:00,57.99,0.2827,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6958.8,2713.92,0.0
2025-07-09 05:00:00,51.2,0.2373,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6144.0,2278.0800000000004,0.0
2025-07-09 06:00:00,36.86,0.2518,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4423.2,2417.28,0.0
2025-07-09 07:00:00,41.18,0.2374,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4941.6,2279.04,0.0
2025-07-09 08:00:00,50.03,0.2222,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6003.6,2133.12,0.0
2025-07-09 09:00:00,47.11,0.2297,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5653.2,2205.12,0.0
2025-07-09 10:00:00,31.82,0.222,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3818.4,2131.2000000000003,0.0
2025-07-09 11:00:00,57.03,0.2282,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6843.6,2190.7200000000003,0.0
2025-07-09 12:00:00,52.46,0.2351,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6295.2,2256.96,0.0
2025-07-09 13:00:00,49.14,0.233,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5896.8,2236.8,0.0
2025-07-09 14:00:00,62.61,0.2418,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7513.2,2321.2799999999997,0.0
2025-07-09 15:00:00,55.16,0.2328,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6619.2,2234.88,0.0
2025-07-09 16:00:00,57.51,0.226,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6901.2,2169.6000000000004,0.0
2025-07-09 17:00:00,65.86,0.2464,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7903.2,2365.44,0.0
2025-07-09 18:00:00,75.99,0.2599,0,Connect-and-Manage,1.0,120.0,100.0,100.0,9118.8,2495.04,0.0
2025-07-09 19:00:00,76.04,0.2433,0,Connect-and-Manage,1.0,120.0,100.0,100.0,9124.800000000001,2335.68,0.0
2025-07-09 20:00:00,68.8,0.2623,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8256.0,2518.08,0.0
2025-07-09 21:00:00,69.07,0.263,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8288.4,2524.7999999999997,0.0
2025-07-09 22:00:00,70.05,0.254,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8406.0,2438.4,0.0
2025-07-09 23:00:00,56.17,0.2555,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6740.400000000001,2452.8,0.0
2025-07-10 00:00:00,65.49,0.2626,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7858.799999999999,2520.96,0.0
2025-07-10 01:00:00,54.81,0.2771,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6577.200000000001,2660.16,0.0
2025-07-10 02:00:00,58.53,0.2611,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7023.6,2506.56,0.0
2025-07-10 03:00:00,52.67,0.2627,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6320.400000000001,2521.9199999999996,0.0
2025-07-10 04:00:00,54.63,0.2495,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6555.6,2395.2000000000003,0.0
2025-07-10 05:00:00,50.26,0.2252,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6031.2,2161.92,0.0
2025-07-10 06:00:00,29.52,0.2323,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3542.4,2230.08,0.0
2025-07-10 07:00:00,48.04,0.2281,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5764.8,2189.76,0.0
2025-07-10 08:00:00,50.48,0.2294,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6057.599999999999,2202.2400000000002,0.0
2025-07-10 09:00:00,49.64,0.2185,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5956.8,2097.6,0.0
2025-07-10 10:00:00,47.35,0.2258,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5682.0,2167.68,0.0
2025-07-10 11:00:00,59.4,0.2426,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7128.0,2328.96,0.0
2025-07-10 12:00:00,53.49,0.2367,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6418.8,2272.32,0.0
2025-07-10 13:00:00,56.66,0.2459,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6799.2,2360.64,0.0
2025-07-10 14:00:00,62.89,0.2532,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7546.8,2430.7200000000003,0.0
2025-07-10 15:00:00,61.39,0.2168,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7366.8,2081.28,0.0
2025-07-10 16:00:00,56.23,0.2248,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6747.599999999999,2158.0800000000004,0.0
2025-07-10 17:00:00,49.06,0.2173,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5887.200000000001,2086.08,0.0
2025-07-10 18:00:00,62.42,0.2549,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7490.400000000001,2447.0400000000004,0.0
2025-07-10 19:00:00,70.85,0.2515,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8502.0,2414.4,0.0
2025-07-10 20:00:00,64.5,0.2527,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7740.0,2425.9199999999996,0.0
2025-07-10 21:00:00,71.09,0.2631,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8530.800000000001,2525.76,0.0
2025-07-10 22:00:00,66.18,0.268,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7941.6,2572.8,0.0
2025-07-10 23:00:00,71.42,0.2545,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8570.4,2443.2,0.0
2025-07-11 00:00:00,59.83,0.2491,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7179.599999999999,2391.3599999999997,0.0
2025-07-11 01:00:00,62.0,0.2627,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7440.0,2521.9199999999996,0.0
2025-07-11 02:00:00,59.64,0.2716,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7156.8,2607.36,0.0
2025-07-11 03:00:00,63.02,0.2593,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7562.400000000001,2489.2799999999997,0.0
2025-07-11 04:00:00,41.36,0.2334,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4963.2,2240.64,0.0
2025-07-11 05:00:00,46.78,0.22,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5613.6,2112.0,0.0
2025-07-11 06:00:00,53.03,0.2515,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6363.6,2414.4,0.0
2025-07-11 07:00:00,56.22,0.233,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6746.4,2236.8,0.0
2025-07-11 08:00:00,48.04,0.2195,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5764.8,2107.2,0.0
2025-07-11 09:00:00,45.19,0.2087,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5422.799999999999,2003.5199999999998,0.0
2025-07-11 10:00:00,52.48,0.2142,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6297.599999999999,2056.3199999999997,0.0
2025-07-11 11:00:00,54.74,0.2191,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6568.8,2103.3599999999997,0.0
2025-07-11 12:00:00,49.44,0.2221,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5932.799999999999,2132.16,0.0
2025-07-11 13:00:00,56.0,0.2175,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6720.0,2088.0,0.0
2025-07-11 14:00:00,63.69,0.2383,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7642.799999999999,2287.68,0.0
2025-07-11 15:00:00,70.53,0.2411,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8463.6,2314.56,0.0
2025-07-11 16:00:00,66.06,0.2658,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7927.200000000001,2551.68,0.0
2025-07-11 17:00:00,63.94,0.2287,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7672.799999999999,2195.52,0.0
2025-07-11 18:00:00,64.94,0.2519,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7792.799999999999,2418.2400000000002,0.0
2025-07-11 19:00:00,69.61,0.2592,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8353.2,2488.3199999999997,0.0
2025-07-11 20:00:00,65.91,0.2482,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7909.2,2382.7200000000003,0.0
2025-07-11 21:00:00,67.4,0.2636,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8088.000000000001,2530.56,0.0
2025-07-11 22:00:00,58.92,0.2668,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7070.400000000001,2561.2799999999997,0.0
2025-07-11 23:00:00,71.46,0.2703,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8575.199999999999,2594.8799999999997,0.0
2025-07-12 00:00:00,54.74,0.2719,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6568.8,2610.24,0.0
2025-07-12 01:00:00,56.58,0.2371,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6789.599999999999,2276.16,0.0
2025-07-12 02:00:00,57.17,0.2494,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6860.400000000001,2394.2400000000002,0.0
2025-07-12 03:00:00,65.94,0.2763,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7912.799999999999,2652.48,0.0
2025-07-12 04:00:00,49.04,0.2557,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5884.8,2454.72,0.0
2025-07-12 05:00:00,45.51,0.2459,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5461.2,2360.64,0.0
2025-07-12 06:00:00,44.62,0.2483,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5354.4,2383.6800000000003,0.0
2025-07-12 07:00:00,56.87,0.2215,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6824.4,2126.3999999999996,0.0
2025-07-12 08:00:00,29.71,0.226,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3565.2000000000003,2169.6000000000004,0.0
2025-07-12 09:00:00,40.9,0.2334,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4908.0,2240.64,0.0
2025-07-12 10:00:00,64.31,0.2302,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7717.200000000001,2209.92,0.0
2025-07-12 11:00:00,53.05,0.2537,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6366.0,2435.52,0.0
2025-07-12 12:00:00,44.94,0.2232,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5392.799999999999,2142.7200000000003,0.0
2025-07-12 13:00:00,53.74,0.206,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6448.8,1977.6000000000001,0.0
2025-07-12 14:00:00,56.99,0.2355,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6838.8,2260.8,0.0
2025-07-12 15:00:00,64.25,0.232,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7710.0,2227.2000000000003,0.0
2025-07-12 16:00:00,72.62,0.2598,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8714.400000000001,2494.08,0.0
2025-07-12 17:00:00,65.98,0.2526,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7917.6,2424.96,0.0
2025-07-12 18:00:00,62.0,0.2422,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7440.0,2325.1200000000003,0.0
2025-07-12 19:00:00,70.96,0.2734,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8515.199999999999,2624.64,0.0
2025-07-12 20:00:00,62.39,0.2653,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7486.8,2546.8799999999997,0.0
2025-07-12 21:00:00,60.04,0.2491,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7204.8,2391.3599999999997,0.0
2025-07-12 22:00:00,54.68,0.2545,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6561.6,2443.2,0.0
2025-07-12 23:00:00,54.26,0.2624,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6511.2,2519.04,0.0
2025-07-13 00:00:00,56.18,0.2554,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6741.6,2451.84,0.0
2025-07-13 01:00:00,52.08,0.2523,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6249.599999999999,2422.08,0.0
2025-07-13 02:00:00,58.44,0.259,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7012.799999999999,2486.3999999999996,0.0
2025-07-13 03:00:00,46.77,0.2374,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5612.400000000001,2279.04,0.0
2025-07-13 04:00:00,32.69,0.2128,0,Connect-and-Manage,1.0,120.0,100.0,100.0,3922.7999999999997,2042.88,0.0
2025-07-13 05:00:00,43.22,0.2413,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5186.4,2316.48,0.0
2025-07-13 06:00:00,45.07,0.2164,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5408.4,2077.44,0.0
2025-07-13 07:00:00,43.26,0.2212,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5191.2,2123.52,0.0
2025-07-13 08:00:00,55.67,0.2185,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6680.400000000001,2097.6,0.0
2025-07-13 09:00:00,43.22,0.2079,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5186.4,1995.8400000000001,0.0
2025-07-13 10:00:00,53.18,0.2332,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6381.6,2238.72,0.0
2025-07-13 11:00:00,49.37,0.2226,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5924.4,2136.96,0.0
2025-07-13 12:00:00,51.3,0.2231,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6156.0,2141.7599999999998,0.0
2025-07-13 13:00:00,48.96,0.2114,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5875.2,2029.4399999999998,0.0
2025-07-13 14:00:00,56.2,0.2245,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6744.0,2155.2000000000003,0.0
2025-07-13 15:00:00,54.55,0.2361,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6546.0,2266.5600000000004,0.0
2025-07-13 16:00:00,62.58,0.2405,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7509.599999999999,2308.7999999999997,0.0
2025-07-13 17:00:00,62.21,0.2526,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7465.2,2424.96,0.0
2025-07-13 18:00:00,59.55,0.2561,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7146.0,2458.56,0.0
2025-07-13 19:00:00,72.17,0.2566,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8660.4,2463.3599999999997,0.0
2025-07-13 20:00:00,69.12,0.2421,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8294.400000000001,2324.1600000000003,0.0
2025-07-13 21:00:00,63.53,0.2522,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7623.6,2421.12,0.0
2025-07-13 22:00:00,66.09,0.263,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7930.8,2524.7999999999997,0.0
2025-07-13 23:00:00,63.12,0.2556,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7574.4,2453.76,0.0
2025-07-14 00:00:00,56.33,0.2486,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6759.599999999999,2386.56,0.0
2025-07-14 01:00:00,59.54,0.2615,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7144.8,2510.4,0.0
2025-07-14 02:00:00,52.81,0.2789,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6337.200000000001,2677.4399999999996,0.0
2025-07-14 03:00:00,48.27,0.2442,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5792.400000000001,2344.32,0.0
2025-07-14 04:00:00,41.79,0.2414,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5014.8,2317.44,0.0
2025-07-14 05:00:00,47.31,0.2286,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5677.200000000001,2194.56,0.0
2025-07-14 06:00:00,51.27,0.253,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6152.400000000001,2428.8,0.0
2025-07-14 07:00:00,42.7,0.2394,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5124.0,2298.2400000000002,0.0
2025-07-14 08:00:00,61.66,0.2484,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7399.2,2384.64,0.0
2025-07-14 09:00:00,52.19,0.2442,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6262.799999999999,2344.32,0.0
2025-07-14 10:00:00,55.7,0.2264,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6684.0,2173.4399999999996,0.0
2025-07-14 11:00:00,54.23,0.2251,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6507.599999999999,2160.96,0.0
2025-07-14 12:00:00,62.65,0.2506,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7518.0,2405.7599999999998,0.0
2025-07-14 13:00:00,49.22,0.231,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5906.4,2217.6,0.0
2025-07-14 14:00:00,41.17,0.1983,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4940.400000000001,1903.68,0.0
2025-07-14 15:00:00,56.44,0.2381,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6772.799999999999,2285.76,0.0
2025-07-14 16:00:00,64.88,0.2368,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7785.599999999999,2273.28,0.0
2025-07-14 17:00:00,64.51,0.2549,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7741.200000000001,2447.0400000000004,0.0
2025-07-14 18:00:00,66.84,0.2556,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8020.8,2453.76,0.0
2025-07-14 19:00:00,74.12,0.243,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8894.400000000001,2332.7999999999997,0.0
2025-07-14 20:00:00,68.82,0.263,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8258.4,2524.7999999999997,0.0
2025-07-14 21:00:00,70.98,0.2671,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8517.6,2564.1600000000003,0.0
2025-07-14 22:00:00,59.55,0.263,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7146.0,2524.7999999999997,0.0
2025-07-14 23:00:00,57.03,0.2648,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6843.6,2542.08,0.0
2025-07-15 00:00:00,71.19,0.2844,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8542.8,2730.24,0.0
2025-07-15 01:00:00,59.7,0.2651,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7164.0,2544.96,0.0
2025-07-15 02:00:00,52.76,0.2548,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6331.2,2446.08,0.0
2025-07-15 03:00:00,50.19,0.2619,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6022.799999999999,2514.2400000000002,0.0
2025-07-15 04:00:00,47.61,0.2679,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5713.2,2571.84,0.0
2025-07-15 05:00:00,45.18,0.2493,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5421.6,2393.2799999999997,0.0
2025-07-15 06:00:00,40.14,0.2348,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4816.8,2254.08,0.0
2025-07-15 07:00:00,37.84,0.2316,0,Connect-and-Manage,1.0,120.0,100.0,100.0,4540.8,2223.3599999999997,0.0
2025-07-15 08:00:00,45.33,0.2314,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5439.599999999999,2221.44,0.0
2025-07-15 09:00:00,43.29,0.2245,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5194.8,2155.2000000000003,0.0
2025-07-15 10:00:00,54.49,0.2514,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6538.8,2413.44,0.0
2025-07-15 11:00:00,51.19,0.2185,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6142.799999999999,2097.6,0.0
2025-07-15 12:00:00,53.1,0.2384,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6372.0,2288.64,0.0
2025-07-15 13:00:00,49.46,0.2235,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5935.2,2145.6,0.0
2025-07-15 14:00:00,55.78,0.2159,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6693.6,2072.6400000000003,0.0
2025-07-15 15:00:00,61.26,0.235,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7351.2,2255.9999999999995,0.0
2025-07-15 16:00:00,65.8,0.2377,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7896.0,2281.9199999999996,0.0
2025-07-15 17:00:00,63.01,0.2506,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7561.2,2405.7599999999998,0.0
2025-07-15 18:00:00,71.64,0.2557,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8596.8,2454.72,0.0
2025-07-15 19:00:00,66.21,0.2446,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7945.199999999999,2348.1600000000003,0.0
2025-07-15 20:00:00,71.26,0.2767,0,Connect-and-Manage,1.0,120.0,100.0,100.0,8551.2,2656.3199999999997,0.0
2025-07-15 21:00:00,63.22,0.2704,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7586.4,2595.8399999999997,0.0
2025-07-15 22:00:00,54.29,0.2715,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6514.8,2606.4,0.0
2025-07-15 23:00:00,65.19,0.2671,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7822.799999999999,2564.1600000000003,0.0
2025-07-16 00:00:00,65.83,0.2653,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7899.599999999999,2546.8799999999997,0.0
2025-07-16 01:00:00,62.52,0.2699,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7502.400000000001,2591.04,0.0
2025-07-16 02:00:00,59.01,0.2531,0,Connect-and-Manage,1.0,120.0,100.0,100.0,7081.2,2429.7599999999998,0.0
2025-07-16 03:00:00,51.8,0.2528,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6216.0,2426.8800000000006,0.0
2025-07-16 04:00:00,46.63,0.243,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5595.6,2332.7999999999997,0.0
2025-07-16 05:00:00,52.71,0.2308,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6325.2,2215.68,0.0
2025-07-16 06:00:00,50.37,0.2411,0,Connect-and-Manage,1.0,120.0,100.0,100.0,6044.4,2314.56,0.0
2025-07-16 07:00:00,43.45,0.2267,0,Connect-and-Manage,1.0,120.0,100.0,100.0,5214.0,2176.32,0.0
